hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	lncipedia	gtrnadb
HGNC:42802	LINC00454	long intergenic non-protein coding RNA 454	non-coding RNA	RNA, long non-coding	Approved	13q34	13q34							2011-08-22			2014-11-18	100874178	ENSG00000226921	OTTHUMG00000017392	uc058yop.1		NR_047035																										LINC00454	
HGNC:42804	LINC00456	long intergenic non-protein coding RNA 456	non-coding RNA	RNA, long non-coding	Approved	13q32.1	13q32.1							2013-08-19			2015-07-09	103625683	ENSG00000233124	OTTHUMG00000017237		BG623605	NR_125725																										LINC00456	
HGNC:42805	LINC00457	long intergenic non-protein coding RNA 457	non-coding RNA	RNA, long non-coding	Approved	13q13.2	13q13.2							2011-08-22			2014-11-18	100874179	ENSG00000225179	OTTHUMG00000016718	uc058wjw.1		NR_047036																										LINC00457	
HGNC:42807	LINC00458	long intergenic non-protein coding RNA 458	non-coding RNA	RNA, long non-coding	Approved	13q14.3	13q14.3	"LncRNA-ES3|ES3"	lncRNA embryonic stem cell 3					2011-08-22			2019-06-19	100507428	ENSG00000234787	OTTHUMG00000016984	uc058xho.1	BC026300	NR_108062			"22193719|31211468"																							LINC00458	
HGNC:42808	LINC00459	long intergenic non-protein coding RNA 459	non-coding RNA	RNA, long non-coding	Approved	13q21.31	13q21.31							2011-08-22			2014-11-19	100874180	ENSG00000229307	OTTHUMG00000017015	uc058xjg.1		NR_047038																										LINC00459	
HGNC:42809	LINC00460	long intergenic non-protein coding RNA 460	non-coding RNA	RNA, long non-coding	Approved	13q33.2	13q33.2							2011-08-22			2018-06-20	728192	ENSG00000233532	OTTHUMG00000017319	uc058yea.1		NR_034119			"27591862|29906745"																							LINC00460	
HGNC:42810	LINC00461	long intergenic non-protein coding RNA 461	non-coding RNA	RNA, long non-coding	Approved	5q14.3	05q14.3	"EyeLinc1|Visc-1a|Visc-1b|Visc-2|LOC645323|ECONEXIN"	"visual cortex expressed|evolutionary conserved and expressed in neural tissues"					2011-08-18			2018-07-20	645323	ENSG00000245526	OTTHUMG00000162632	uc063ffe.1		NR_024384			"23562822|25209608|25392693|28368417"	MGI:2443574				616611																		LINC00461	
HGNC:42811	LINC00462	long intergenic non-protein coding RNA 462	non-coding RNA	RNA, long non-coding	Approved	13q14.2	13q14.2							2011-08-22			2017-06-28	100129597	ENSG00000233610	OTTHUMG00000016905	uc058wyx.1		NR_051983			28622593																							LINC00462	
HGNC:42813	LINC00463	long intergenic non-protein coding RNA 463	non-coding RNA	RNA, long non-coding	Approved	13q12.13	13q12.13	TCONS_l2_00007499		AMER2-AS1	AMER2 antisense RNA 1 (head to head)			2013-08-08	2014-06-17	2014-06-17	2014-11-18	101928922	ENSG00000234056	OTTHUMG00000016604		BM666193	NR_120428																										LINC00463	
HGNC:27294	LINC00466	long intergenic non-protein coding RNA 466	non-coding RNA	RNA, long non-coding	Approved	1p31.3	01p31.3							2011-08-25			2019-08-07	199899	ENSG00000224209	OTTHUMG00000009143	uc284mqk.1		NR_038252			31381886																							LINC00466	
HGNC:28227	LINC00467	long intergenic non-protein coding RNA 467	non-coding RNA	RNA, long non-coding	Approved	1q32.3	01q32.3	MGC14801		C1orf97	chromosome 1 open reading frame 97			2005-05-31	2013-12-05	2013-12-05	2018-07-20	84791	ENSG00000153363	OTTHUMG00000036998	uc001hil.5	BC005997	NR_026761			24586304																			linc00467				LINC00467	
HGNC:26863	LINC00469	long intergenic non-protein coding RNA 469	non-coding RNA	RNA, long non-coding	Approved	17q25.1	17q25.1	FLJ40319		C17orf54	chromosome 17 open reading frame 54			2005-12-15	2011-08-31	2011-08-31	2017-01-20	283982	ENSG00000177338	OTTHUMG00000167833	uc060jmv.1	AK097638	NR_027146		Q8N7U9																								LINC00469	
HGNC:1225	LINC00470	long intergenic non-protein coding RNA 470	non-coding RNA	RNA, long non-coding	Approved	18p11.32	18p11.32			C18orf2	chromosome 18 open reading frame 2			2000-08-11	2011-08-31	2011-08-31	2018-06-07	56651	ENSG00000132204	OTTHUMG00000178327	uc002kld.1	AF295730	NR_023925		Q9BZP3	"11173868|29866190"				LINC00470																			LINC00470	
HGNC:28668	LINC00471	long intergenic non-protein coding RNA 471	non-coding RNA	RNA, long non-coding	Approved	2q37.1	02q37.1	MGC43122		C2orf52	chromosome 2 open reading frame 52			2006-11-03	2011-08-31	2011-08-31	2017-01-20	151477	ENSG00000181798	OTTHUMG00000133227	uc002vrx.2	BC033054	NR_024079		Q8N535	12477932																							LINC00471	
HGNC:21380	LINC00472	long intergenic non-protein coding RNA 472	non-coding RNA	RNA, long non-coding	Approved	6q13	06q13	"dJ288M22.3|FLJ13189|P53RRA"	p53 related lncRNA	C6orf155	chromosome 6 open reading frame 155			2003-06-11	2011-08-31	2011-08-31	2018-06-20	79940	ENSG00000233237	OTTHUMG00000015006	uc063pmi.1		NR_121612		Q9H8W2	"25865225|27667152|28874676"																							LINC00472	
HGNC:21160	LINC00473	long intergenic non-protein coding RNA 473	non-coding RNA	RNA, long non-coding	Approved	6q27	06q27	"bA142J11.1|LNC473"		C6orf176	chromosome 6 open reading frame 176			2003-11-25	2011-08-31	2011-08-31	2018-07-05	90632	ENSG00000223414	OTTHUMG00000015990	uc063sul.1	BC008632	NR_026860		A8K010	"22108211|28052243|26947914"																							LINC00473	
HGNC:23367	LINC00474	long intergenic non-protein coding RNA 474	non-coding RNA	RNA, long non-coding	Approved	9q33.1	09q33.1	EST-YD1		C9orf27	chromosome 9 open reading frame 27			2003-11-14	2011-08-31	2011-08-31	2017-01-20	58483	ENSG00000204148	OTTHUMG00000020551	uc004bjm.4	AB021923	NR_024032		Q9P2X8																								LINC00474	
HGNC:23569	LINC00475	long intergenic non-protein coding RNA 475	non-coding RNA	RNA, long non-coding	Approved	9q22.31	09q22.31			C9orf44	chromosome 9 open reading frame 44			2003-11-25	2011-08-31	2011-08-31	2012-10-12	158314	ENSG00000225511	OTTHUMG00000020216	uc004arp.2	AK023662	NR_027341																										LINC00475	
HGNC:27858	LINC00476	long intergenic non-protein coding RNA 476	non-coding RNA	RNA, long non-coding	Approved	9q22.32	09q22.32			C9orf130	chromosome 9 open reading frame 130			2004-04-16	2013-12-05	2013-12-05	2016-10-05	100128782	ENSG00000175611	OTTHUMG00000020286	uc064unj.1	AK092137	NR_023389		Q8WZB0																								LINC00476	
HGNC:26557	LINC00477	long intergenic non-protein coding RNA 477	non-coding RNA	RNA, long non-coding	Approved	12p12.1	12p12.1	"FLJ32894|FAM191B"	family with sequence similarity 191, member B	C12orf67	chromosome 12 open reading frame 67			2008-07-11	2011-08-31	2011-08-31	2019-06-19	144360	ENSG00000197503	OTTHUMG00000159485	uc001rgb.1	AK057456	NR_029451		Q96M19	31191018																							LINC00477	
HGNC:19727	LINC00479	long intergenic non-protein coding RNA 479	non-coding RNA	RNA, long non-coding	Approved	21q22.3	21q22.3	"PRED76|FLJ32835"		C21orf129	chromosome 21 open reading frame 129			2003-12-15	2011-08-31	2011-08-31	2014-11-19	150135	ENSG00000236384	OTTHUMG00000086773	uc011aet.1	AK057397	NR_027272		Q96M42																								LINC00479	
HGNC:26816	LINC00482	long intergenic non-protein coding RNA 482	non-coding RNA	RNA, long non-coding	Approved	17q25.3	17q25.3	FLJ39421		C17orf55	chromosome 17 open reading frame 55			2005-12-15	2011-09-01	2011-09-01	2017-01-20	284185	ENSG00000185168	OTTHUMG00000177904	uc060lim.1	AK096740	NR_038080		Q8N8I6																								LINC00482	
HGNC:27862	LINC00484	long intergenic non-protein coding RNA 484	non-coding RNA	RNA, long non-coding	Approved	9q22.2	09q22.2			C9orf73	chromosome 9 open reading frame 73			2004-01-06	2011-09-06	2011-09-06	2016-10-05	100129347	ENSG00000235641	OTTHUMG00000020203	uc004are.2	AK095132	NR_135306																										LINC00484	
HGNC:27476	LINC00485	long intergenic non-protein coding RNA 485	non-coding RNA	RNA, long non-coding	Approved	12q23.2	12q23.2							2011-09-08			2012-10-12	283432	ENSG00000258169	OTTHUMG00000169965	uc021rct.2	BC037211	NR_033855																										LINC00485	
HGNC:42946	LINC00486	long intergenic non-protein coding RNA 486	non-coding RNA	RNA, long non-coding	Approved	2p22.3	02p22.3							2011-09-08			2012-10-12	285045	ENSG00000230876	OTTHUMG00000152136	uc061hyt.1		NR_027099																										LINC00486	
HGNC:42947	LINC00487	long intergenic non-protein coding RNA 487	non-coding RNA	RNA, long non-coding	Approved	2p25.2	02p25.2	FLJ42418						2011-09-08			2012-10-12	400941	ENSG00000205837	OTTHUMG00000151630	uc002qym.2		NR_038369																										LINC00487	
HGNC:32675	LINC00488	long intergenic non-protein coding RNA 488	non-coding RNA	RNA, long non-coding	Approved	3q13.13	03q13.13	FLJ41232		C3orf66	chromosome 3 open reading frame 66			2006-03-30	2011-09-14	2011-09-14	2012-10-12	677779	ENSG00000214381	OTTHUMG00000159206	uc003dxn.6	AK123226	NR_026767																										LINC00488	
HGNC:43426	LINC00489	long intergenic non-protein coding RNA 489	non-coding RNA	RNA, long non-coding	Approved	20q11.23	20q11.23							2011-10-20			2017-06-21	100861522	ENSG00000225759	OTTHUMG00000046198	uc031rte.1	DB341379	NR_047461																										LINC00489	
HGNC:43428	LINC00491	long intergenic non-protein coding RNA 491	non-coding RNA	RNA, long non-coding	Approved	5q21.1	05q21.1	BC008363						2011-10-20			2014-09-10	285708	ENSG00000250682	OTTHUMG00000162775	uc032vev.2	CN270888	NR_103753			25200694																							LINC00491	
HGNC:43429	LINC00492	long intergenic non-protein coding RNA 492	non-coding RNA	RNA, long non-coding	Approved	5q21.1	05q21.1							2011-10-20			2012-10-12	100861468	ENSG00000250958	OTTHUMG00000162776	uc032veu.2	CA314239	NR_047462																										LINC00492	
HGNC:27657	LINC00494	long intergenic non-protein coding RNA 494	non-coding RNA	RNA, long non-coding	Approved	20q13.13	20q13.13							2011-10-28			2014-11-18	284749	ENSG00000235621	OTTHUMG00000032682	uc002xtt.3		NR_026958			12477932																							LINC00494	
HGNC:43435	LINC00498	long intergenic non-protein coding RNA 498	non-coding RNA	RNA, long non-coding	Approved	4q28.3	04q28.3							2011-10-28			2012-10-12	105377446	ENSG00000248397	OTTHUMG00000161288	uc062zqr.1		XR_001741844																										LINC00498	
HGNC:43436	LINC00499	long intergenic non-protein coding RNA 499	non-coding RNA	RNA, long non-coding	Approved	4q28.3	04q28.3							2011-10-28			2012-10-12	100874047	ENSG00000251372	OTTHUMG00000161286	uc031sha.2		NR_051987																										LINC00499	
HGNC:43437	LINC00500	long intergenic non-protein coding RNA 500	non-coding RNA	RNA, long non-coding	Approved	4q28.3	04q28.3							2011-10-28			2012-10-12	106480440	ENSG00000249381	OTTHUMG00000161287	uc062zqw.1																												LINC00500	
HGNC:43439	LINC00501	long intergenic non-protein coding RNA 501	non-coding RNA	RNA, long non-coding	Approved	3q26.32	03q26.32							2011-10-28			2012-10-12	100820709	ENSG00000203645	OTTHUMG00000157234	uc032skk.2	AK055528	NR_047465																										LINC00501	
HGNC:43442	LINC00502	long intergenic non-protein coding RNA 502	non-coding RNA	RNA, long non-coding	Approved	10q23.31	10q23.31							2011-10-28			2012-10-12	100874184	ENSG00000224851	OTTHUMG00000018738	uc057uvm.1		NR_047467																										LINC00502	
HGNC:43555	LINC00504	long intergenic non-protein coding RNA 504	non-coding RNA	RNA, long non-coding	Approved	4p15.33	04p15.33							2011-11-07			2012-10-12	201853	ENSG00000248360	OTTHUMG00000160121	uc003gne.4		NR_126435																										LINC00504	
HGNC:43557	LINC00506	long intergenic non-protein coding RNA 506	non-coding RNA	RNA, long non-coding	Approved	3p12.1	03p12.1							2011-11-07			2012-10-12	100846978		OTTHUMG00000189538	uc032rtd.2	BC030609	NR_047469																											
HGNC:43558	LINC00507	long intergenic non-protein coding RNA 507	non-coding RNA	RNA, long non-coding	Approved	12q24.32	12q24.32							2011-11-07			2012-10-12	100862680	ENSG00000256193	OTTHUMG00000168425	uc058vbt.1		NR_046392																										LINC00507	
HGNC:43559	LINC00508	long intergenic non-protein coding RNA 508	non-coding RNA	RNA, long non-coding	Approved	12q24.32	12q24.32							2011-11-07			2012-10-12	104472718	ENSG00000256971	OTTHUMG00000168426	uc058vbu.1		NR_126452																										LINC00508	
HGNC:43564	LINC00511	long intergenic non-protein coding RNA 511	non-coding RNA	RNA, long non-coding	Approved	17q24.3	17q24.3	onco-lncRNA-12						2011-11-07			2016-12-07	400619	ENSG00000227036	OTTHUMG00000132227	uc060jkf.1	AK129994	NR_033876			"25864709|27845772"																								
HGNC:43566	LINC00513	long intergenic non-protein coding RNA 513	non-coding RNA	RNA, long non-coding	Approved	7q32.3	07q32.3	AC016831.7						2016-12-21			2016-12-21	100506860	ENSG00000233559	OTTHUMG00000155022			NR_109780			27980086																								
HGNC:27549	LINC00514	long intergenic non-protein coding RNA 514	non-coding RNA	RNA, long non-coding	Approved	16p13.3	16p13.3							2011-11-23			2018-05-17	283875	ENSG00000262152			AK098017	NR_033861			29757368																							LINC00514	
HGNC:16019	LINC00515	long intergenic non-protein coding RNA 515	non-coding RNA	RNA, long non-coding	Approved	21q21.3	21q21.3	PRED21		C21orf71	chromosome 21 open reading frame 71			2002-11-26	2011-11-23	2011-11-23	2019-07-12	282566				AF086441	NR_024092			31140829																								
HGNC:19831	LINC00517	long intergenic non-protein coding RNA 517	non-coding RNA	RNA, long non-coding	Approved	14q21.1	14q21.1			C14orf26	chromosome 14 open reading frame 26			2003-01-13	2011-12-07	2011-12-07	2012-10-12	400208	ENSG00000259091	OTTHUMG00000170594	uc001wuk.3	AA029430	NR_135286																										LINC00517	
HGNC:28626	LINC00518	long intergenic non-protein coding RNA 518	non-coding RNA	RNA, long non-coding	Approved	6p24.3	06p24.3	MGC40222		C6orf218	chromosome 6 open reading frame 218			2006-04-04	2011-11-25	2011-11-25	2014-11-19	221718	ENSG00000183674	OTTHUMG00000159175	uc063ltt.1	BC028118	NR_027793		Q8N0U6	"12477932|24906614"																							LINC00518	
HGNC:19838	LINC00519	long intergenic non-protein coding RNA 519	non-coding RNA	RNA, long non-coding	Approved	14q22.1	14q22.1			C14orf30	chromosome 14 open reading frame 30			2002-11-27	2011-11-29	2011-11-29	2012-10-12	161342	ENSG00000258955	OTTHUMG00000171090	uc059blq.1	BG121773	NR_145423																										LINC00519	
HGNC:19843	LINC00520	long intergenic non-protein coding RNA 520	non-coding RNA	RNA, long non-coding	Approved	14q22.3	14q22.3			C14orf34	chromosome 14 open reading frame 34			2002-11-27	2011-11-29	2011-11-29	2017-03-03	645687	ENSG00000258791	OTTHUMG00000171059	uc059buh.1	BF572611	NR_026796			27626181																							LINC00520	
HGNC:20117	LINC00523	long intergenic non-protein coding RNA 523	non-coding RNA	RNA, long non-coding	Approved	14q32.2	14q32.2			C14orf70	chromosome 14 open reading frame 70			2003-01-13	2011-11-30	2011-11-30	2012-10-12	283601	ENSG00000196273	OTTHUMG00000171592	uc059ffm.1		NR_024096		Q86TU6																								LINC00523	
HGNC:20118	LINC00524	long intergenic non-protein coding RNA 524	non-coding RNA	RNA, long non-coding	Approved	14q32.31	14q32.31			C14orf71	chromosome 14 open reading frame 71			2003-01-13	2011-11-30	2011-11-30	2012-10-12	338002	ENSG00000259023	OTTHUMG00000171679	uc059fhz.1	AA843471	NR_126006																										LINC00524	
HGNC:40290	LINC00525	long intergenic non-protein coding RNA 525	non-coding RNA	RNA, long non-coding	Approved	7p12.3	07p12.3							2011-12-05			2014-11-18	84847	ENSG00000146666	OTTHUMG00000155644	uc003tnx.3	BC007354	NR_038407																										LINC00525	
HGNC:28278	LINC00526	long intergenic non-protein coding RNA 526	non-coding RNA	RNA, long non-coding	Approved	18p11.31	18p11.31	"MGC17515|HsT959"		C18orf18	chromosome 18 open reading frame 18			2004-05-05	2011-12-07	2011-12-07	2019-07-11	147525	ENSG00000264575	OTTHUMG00000178804	uc010wzd.3	BC010538	NR_026849		Q96FQ7	31240814																							LINC00526	
HGNC:17215	LINC00527	long intergenic non-protein coding RNA 527	non-coding RNA	RNA, long non-coding	Approved	21q22.2	21q22.2			C21orf104	chromosome 21 open reading frame 104			2003-10-01	2011-12-07	2011-12-07	2014-11-18	54748				AJ011409			Q9UJ94																									
HGNC:26875	LINC00528	long intergenic non-protein coding RNA 528	non-coding RNA	RNA, long non-coding	Approved	22q11.21	22q11.21	FLJ40542		C22orf37	chromosome 22 open reading frame 37			2006-10-17	2011-12-07	2011-12-07	2016-11-07	200298	ENSG00000269220	OTTHUMG00000186097	uc062bhn.1	AK097861	NR_103718		Q8N1L1	14702039				LINC00528																				
HGNC:15544	LINC00529	long intergenic non-protein coding RNA 529	non-coding RNA	RNA, long non-coding	Approved	8p23-p22	08p23-p22			C8orf8	chromosome 8 open reading frame 8			2001-04-25	2011-12-08	2011-12-08	2012-10-12	83647	ENSG00000236827	OTTHUMG00000165427	uc064kfp.1	AJ301561				11896452																							LINC00529	
HGNC:18690	LINC00533	long intergenic non-protein coding RNA 533	non-coding RNA	RNA, long non-coding	Approved	6p22.1	06p22.1	"bA373N24.1|C6orf39"		C6orf38	chromosome 6 open reading frame 38			2003-11-26	2011-12-13	2011-12-13	2016-10-05	387055	ENSG00000235570	OTTHUMG00000016245	uc063mlx.1	"AA913908|AI688709"	NR_135285																										LINC00533	
HGNC:43643	LINC00534	long intergenic non-protein coding RNA 534	non-coding RNA	RNA, long non-coding	Approved	8q21.3	08q21.3							2011-12-13			2012-10-12	100874052	ENSG00000253394	OTTHUMG00000163968	uc031tbq.2		NR_051989																										LINC00534	
HGNC:43644	LINC00535	long intergenic non-protein coding RNA 535	non-coding RNA	RNA, long non-coding	Approved	8q22.1	08q22.1							2011-12-13			2012-10-12	642924	ENSG00000246662	OTTHUMG00000164234	uc064onl.1		NR_033858																										LINC00535	
